  1     0   0   1  -1  -1
  2     0   0   1   1  -1
  3     0   0   1  -1   1
  4     0   0   1   1   1
  5     0   1   3  -3  -1
  6     0   1   3  -1  -1
  7     0   1   3   1  -1
  8     0   1   3   3  -1
  9     0   1   3  -3   1
 10     0   1   3  -1   1
 11     0   1   3   1   1
 12     0   1   3   3   1
 13     0   1   1  -1  -1
 14     0   1   1   1  -1
 15     0   1   1  -1   1
 16     0   1   1   1   1
 17     0   2   5  -5  -1
 18     0   2   5  -3  -1
 19     0   2   5  -1  -1
 20     0   2   5   1  -1
 21     0   2   5   3  -1
 22     0   2   5   5  -1
 23     0   2   5  -5   1
 24     0   2   5  -3   1
 25     0   2   5  -1   1
 26     0   2   5   1   1
 27     0   2   5   3   1
 28     0   2   5   5   1
 29     0   2   3  -3  -1
 30     0   2   3  -1  -1
 31     0   2   3   1  -1
 32     0   2   3   3  -1
 33     0   2   3  -3   1
 34     0   2   3  -1   1
 35     0   2   3   1   1
 36     0   2   3   3   1
 37     1   0   1  -1  -1
 38     1   0   1   1  -1
 39     1   0   1  -1   1
 40     1   0   1   1   1
 41     0   3   7  -7  -1
 42     0   3   7  -5  -1
 43     0   3   7  -3  -1
 44     0   3   7  -1  -1
 45     0   3   7   1  -1
 46     0   3   7   3  -1
 47     0   3   7   5  -1
 48     0   3   7   7  -1
 49     0   3   7  -7   1
 50     0   3   7  -5   1
 51     0   3   7  -3   1
 52     0   3   7  -1   1
 53     0   3   7   1   1
 54     0   3   7   3   1
 55     0   3   7   5   1
 56     0   3   7   7   1
 57     0   3   5  -5  -1
 58     0   3   5  -3  -1
 59     0   3   5  -1  -1
 60     0   3   5   1  -1
 61     0   3   5   3  -1
 62     0   3   5   5  -1
 63     0   3   5  -5   1
 64     0   3   5  -3   1
 65     0   3   5  -1   1
 66     0   3   5   1   1
 67     0   3   5   3   1
 68     0   3   5   5   1
 69     1   1   3  -3  -1
 70     1   1   3  -1  -1
 71     1   1   3   1  -1
 72     1   1   3   3  -1
 73     1   1   3  -3   1
 74     1   1   3  -1   1
 75     1   1   3   1   1
 76     1   1   3   3   1
 77     1   1   1  -1  -1
 78     1   1   1   1  -1
 79     1   1   1  -1   1
 80     1   1   1   1   1
